gene,ISCI_primary_rank,ISCI_orthogonal,controller_verdict,therapeutic_convergence,convergence_verdict,board_category,druggability_tier,intervention_direction,penalty_flags,clinical_relevance_grade,decision_class
UVRAG,612.0,0.5148809523809524,unsupported,0.2825466927426771,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NFRKB,613.0,0.5148809523809523,unsupported,0.6923623956328604,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ELOF1,614.0,0.5146825396825396,unsupported,0.6492214201682248,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LAMP1,615.0,0.5142857142857142,unsupported,0.2009529856462337,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PHF12,616.0,0.5140873015873015,unsupported,0.2709033535380171,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CTU1,617.0,0.5136904761904761,unsupported,-0.3278914563476311,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GGA3,618.0,0.5125,unsupported,0.0042506092259001,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
LSM12,618.0,0.5125,unsupported,0.6371025109330185,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CYC1,620.0,0.5123015873015873,unsupported,0.3825031449845704,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
WAS,621.0,0.5121031746031746,unsupported,0.3447963749342769,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS31,622.0,0.5111111111111111,unsupported,0.4230184579913041,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MCAT,623.0,0.5107142857142857,unsupported,0.2328383160096314,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ALDH18A1,624.0,0.5103174603174603,unsupported,-0.116098990807695,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IMPA2,625.0,0.5099206349206349,unsupported,-0.0326822985220929,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CCNQ,626.0,0.5095238095238095,unsupported,0.1756506596807573,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TARS2,627.0,0.5093253968253968,unsupported,0.3695546591813221,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
IBA57,628.0,0.5091269841269841,unsupported,0.5541662221826845,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZMYM2,630.0,0.5089285714285714,unsupported,0.2057028408473389,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
IRF4,630.0,0.5089285714285714,unsupported,0.8054462016071252,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
BAP1,630.0,0.5089285714285714,unsupported,0.4977351831925435,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MMAB,632.0,0.5087301587301587,unsupported,0.7460290899959716,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COASY,634.0,0.5079365079365079,unsupported,0.8184339879818139,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COQ3,634.0,0.5079365079365079,unsupported,0.1543067248678218,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PCBP2,634.0,0.5079365079365079,unsupported,0.3344329146896833,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
KIF20A,636.0,0.5073412698412698,unsupported,0.096890604816508,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
FASTKD5,637.0,0.5063492063492063,unsupported,0.2334024204693243,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PDHA1,638.0,0.5051587301587301,unsupported,0.1675278785901333,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GATB,639.0,0.5043650793650793,unsupported,0.1498649037127664,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WDR48,640.0,0.5035714285714286,unsupported,-0.2663337581907086,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MYB,641.0,0.5031746031746032,unsupported,-0.1114383506742926,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
IPMK,642.0,0.5029761904761905,unsupported,0.1363273218819874,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ATAD3A,643.0,0.5027777777777778,unsupported,-0.0373433994041508,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ENTR1,643.0,0.5027777777777778,unsupported,0.0161279230742032,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COX18,646.0,0.501984126984127,unsupported,-0.1105672169583011,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ENO1,646.0,0.501984126984127,unsupported,0.429895740331967,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HEATR3,646.0,0.501984126984127,unsupported,0.1075326845945933,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HSPBAP1,648.0,0.5015873015873016,unsupported,0.3627685166278478,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DOP1A,648.0,0.5015873015873016,unsupported,0.3517655105780279,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COX5B,650.0,0.5011904761904762,unsupported,-0.1105767999992809,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NDUFAF3,650.0,0.5011904761904762,unsupported,0.2333379657282275,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LIG1,652.0,0.5009920634920635,unsupported,-0.0387487926974025,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PTCH1,654.0,0.5007936507936508,unsupported,-0.3653850652846326,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC25A22,654.0,0.5007936507936508,unsupported,0.1644656319883017,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
STRAP,654.0,0.5007936507936508,unsupported,0.2812786148630992,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HPS1,656.0,0.4998015873015873,unsupported,0.0736313973544078,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TPD52,658.0,0.4994047619047619,unsupported,0.2526338717429296,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZBTB7A,658.0,0.4994047619047619,unsupported,-0.0482044009177486,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TADA2B,658.0,0.4994047619047619,unsupported,1.167721895705888,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TGDS,660.0,0.4986111111111111,unsupported,-0.3080660982576474,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DCP2,661.0,0.4984126984126984,unsupported,0.4471419621169096,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EHMT2,662.0,0.4968253968253968,unsupported,-0.037020123629554,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ELP1,663.0,0.4966269841269841,unsupported,0.1669533017743654,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HOXB4,663.0,0.4966269841269841,unsupported,0.1112603124872864,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TMEM79,665.0,0.4952380952380952,unsupported,0.1962487799597275,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PTPA,666.0,0.4946428571428571,unsupported,-0.1604254705067666,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CNBP,666.0,0.4946428571428571,unsupported,0.0934224880269843,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MCTS1,668.0,0.4936507936507937,unsupported,0.0536925748674724,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SENP5,669.0,0.493452380952381,unsupported,0.2253041866559764,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PARS2,670.0,0.4932539682539683,unsupported,0.5008200530253615,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RRM2B,670.0,0.4932539682539683,unsupported,-0.242146034539726,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CDKN2AIP,672.0,0.4924603174603174,unsupported,-0.1896363526632408,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
BRPF1,673.0,0.4922619047619048,unsupported,0.6497125350883007,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPL52,674.0,0.4922619047619047,unsupported,0.3548583128702911,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
LAGE3,675.0,0.4918650793650793,unsupported,-0.2081029161217703,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RCC1L,676.0,0.4904761904761904,unsupported,0.0064452072221798,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TATDN2,677.0,0.489484126984127,unsupported,0.1059473833777866,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
WARS2,678.0,0.4888888888888889,unsupported,0.3259873843892948,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
COX15,679.0,0.4882936507936508,unsupported,0.188881618187273,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ELOC,680.0,0.4878968253968254,unsupported,-0.3014030895655874,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBE2N,681.0,0.4876984126984127,unsupported,0.1602446922088037,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
XRCC2,682.0,0.4873015873015872,unsupported,0.9907814489428138,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TENT2,683.0,0.4863095238095238,unsupported,0.2408165485401846,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF142,684.0,0.485515873015873,unsupported,0.1513868385328488,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RBSN,685.0,0.4853174603174602,unsupported,0.7994342202029099,favorable,A_manufacturing_modulation,no_chembl_target,titratable,none,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GLS,686.0,0.4837301587301587,unsupported,-0.0340613871259228,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TBCA,687.0,0.4837301587301587,unsupported,-0.024855736156565,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
XRRA1,688.0,0.483531746031746,unsupported,0.5803797110544283,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ARPC3,689.0,0.4833333333333333,unsupported,0.1850144154344558,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GET3,690.0,0.4827380952380952,unsupported,-0.1183089763939761,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GNS,690.0,0.4827380952380952,unsupported,-0.2900591923815774,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
C11orf68,692.0,0.4827380952380952,unsupported,-0.0443994833898866,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ICOS,693.0,0.4825396825396825,unsupported,-0.3020720427099921,unfavorable,,,,,L1 (axis literature),C — Probe-only biology
HP1BP3,694.0,0.4819444444444444,unsupported,-0.0958846504550879,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COX6C,695.0,0.4813492063492063,unsupported,0.380834133219474,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MRPS9,696.0,0.4811507936507936,unsupported,0.6843404870242447,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TRRAP,697.0,0.4807539682539682,unsupported,-0.1276454503073636,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
USP13,698.0,0.4805555555555555,unsupported,0.1391710032616297,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GMEB1,699.0,0.4799603174603175,unsupported,0.2597669915436855,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MED14,700.0,0.4799603174603174,unsupported,0.1157676071206414,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TUFM,701.0,0.4791666666666666,unsupported,0.6839340543195543,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CS,702.0,0.4781746031746031,unsupported,0.4757064530847465,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBXN1,702.0,0.4781746031746031,unsupported,0.1126621226936112,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NAA40,704.0,0.4779761904761904,unsupported,0.1294942173476135,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
POLR3H,704.0,0.4779761904761904,unsupported,0.064520746619057,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TBL1XR1,706.0,0.4777777777777778,unsupported,0.2370189070413033,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TFDP1,706.0,0.4777777777777778,unsupported,-0.2247923693734395,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC31A1,708.0,0.4773809523809524,unsupported,0.7725388055083675,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
GDF9,709.0,0.4765873015873016,unsupported,-0.1457105529511983,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
P4HB,710.0,0.4763888888888888,unsupported,0.2772477022485132,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CBX3,711.0,0.4761904761904761,unsupported,-0.1359703041399584,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CHD7,711.0,0.4761904761904761,unsupported,0.3027696044467627,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FMC1-LUC7L2,713.0,0.4753968253968254,unsupported,-0.0653488318230347,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ITK,714.0,0.475,unsupported,0.9227059802947212,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DDX6,715.0,0.4742063492063492,unsupported,0.2817096304840557,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
C16orf87,716.0,0.4738095238095238,unsupported,0.3069494880224179,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MED15,717.0,0.4736111111111111,unsupported,0.0251076432815472,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS12,718.0,0.4728174603174603,unsupported,0.5535888108293016,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MBD2,719.0,0.4726190476190476,unsupported,0.4948009754195439,favorable,,,,,L1 (axis literature),"F — Phenotype-associated, weak controller"
ZSWIM4,719.0,0.4726190476190476,unsupported,0.0809305867124885,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
GRSF1,721.0,0.4724206349206349,unsupported,0.2786527572943063,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RNFT2,722.0,0.4722222222222222,unsupported,-0.1872522577697923,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
YY1,722.0,0.4722222222222222,unsupported,0.5801032032884028,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DCAKD,724.0,0.4712301587301587,unsupported,0.2568844412086618,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HOXB2,725.0,0.4704365079365079,unsupported,-0.0330104723573833,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KDM8,726.0,0.4684523809523809,unsupported,0.4137008003376168,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CCAR1,727.0,0.4682539682539682,unsupported,0.5788159716956165,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
METAP2,728.0,0.4666666666666667,unsupported,-0.2593139172790145,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NLRX1,728.0,0.4666666666666667,unsupported,-0.2272794962062579,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CACHD1,730.0,0.4662698412698413,unsupported,-0.3434195785499465,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PDIA6,731.0,0.4648809523809524,unsupported,0.0667427942835788,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
UBE2V2,732.0,0.4646825396825397,unsupported,-0.2832916141177488,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MRPS21,733.0,0.464484126984127,unsupported,0.2932743034627537,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TMEM214,733.0,0.464484126984127,unsupported,0.3395948113997658,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EGR2,735.0,0.4642857142857143,unsupported,-0.2521601324364655,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CYB5RL,736.0,0.4638888888888888,unsupported,0.2434422145407707,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SLTM,737.0,0.4636904761904762,unsupported,0.2299937009231217,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DAP,738.0,0.4625,unsupported,0.2431809128766514,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DHPS,739.0,0.4623015873015872,unsupported,0.5443297287754105,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PDSS1,740.0,0.4619047619047619,unsupported,0.3250154296241945,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CCNK,741.0,0.4615079365079365,unsupported,0.2461903383715437,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ALG8,742.0,0.4613095238095238,unsupported,-0.0358461446051207,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF710,742.0,0.4613095238095238,unsupported,0.3106031550137726,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TARBP2,744.0,0.4609126984126984,unsupported,0.2880345650465798,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FBXO42,745.0,0.4607142857142857,unsupported,-0.4572517641308389,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DUSP12,746.0,0.4603174603174603,unsupported,0.5438956886593398,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TSFM,747.0,0.4597222222222222,unsupported,-0.0842041499665952,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
USO1,748.0,0.4593253968253968,unsupported,0.7578038784170887,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZMAT1,749.0,0.4593253968253968,unsupported,0.3311253211336831,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TP53INP2,750.0,0.4591269841269841,unsupported,0.8816591230039595,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZBTB1,750.0,0.4591269841269841,unsupported,0.0696817624323073,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MEAF6,752.0,0.4589285714285714,unsupported,0.0370824755121224,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
DPH6,753.0,0.4581349206349207,unsupported,-0.007306358094454,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
NDUFB4,754.0,0.4577380952380952,unsupported,0.1091664814223575,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
H2BC10,755.0,0.4571428571428571,unsupported,0.3516394698331113,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ORMDL2,756.0,0.4569444444444444,unsupported,0.0614465217784153,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
COPS8,757.0,0.4561507936507937,unsupported,-0.3650884395259517,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CCDC12,758.0,0.4559523809523809,unsupported,0.1579253381238277,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SCAP,758.0,0.4559523809523809,unsupported,0.1299611114353629,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PPP1R2,760.0,0.4551587301587301,unsupported,-0.18073541102921,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CLDN7,761.0,0.4543650793650794,unsupported,0.0172021433132624,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CUL4B,762.0,0.4539682539682539,unsupported,-0.1259090742419851,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MYCN,763.0,0.4537698412698412,unsupported,0.7394704185167971,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TMEM265,764.0,0.4527777777777778,unsupported,0.2504805303062463,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
THRA,765.0,0.4521825396825397,unsupported,-0.0964431318728881,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF790,766.0,0.4521825396825397,unsupported,0.1308997574720421,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TFB1M,767.0,0.451984126984127,unsupported,-0.1126366507298354,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TNK1,768.0,0.4517857142857143,unsupported,0.2786311746357395,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TADA2A,769.0,0.4515873015873016,unsupported,0.1393314471698353,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC35C2,770.0,0.4505952380952381,unsupported,-0.0365606445624721,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
RHOF,771.0,0.4503968253968254,unsupported,0.0758060333479322,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZCCHC4,772.0,0.45,unsupported,-0.1179337248217968,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
LMTK2,773.0,0.4492063492063492,unsupported,0.352068841546321,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
EML2,774.0,0.4488095238095237,unsupported,0.3976662447634407,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
NDUFS5,775.0,0.4484126984126984,unsupported,0.2164565834718785,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TMEM126B,775.0,0.4484126984126984,unsupported,0.2279574277758591,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
HACD2,777.0,0.4482142857142857,unsupported,0.3191718969832365,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
UBA2,778.0,0.448015873015873,unsupported,-0.2150411920468282,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
AMD1,779.0,0.4476190476190476,unsupported,-0.1651744145164096,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
INO80,780.0,0.4468253968253968,unsupported,0.7479799372007916,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPAT,781.0,0.4458333333333333,unsupported,0.6919965052514372,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FAM98B,782.0,0.4456349206349206,unsupported,0.134656390184669,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
LAMTOR2,783.0,0.4450396825396825,unsupported,-0.195512017109114,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
VHL,784.0,0.4448412698412698,unsupported,0.1665083135726534,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ACLY,785.0,0.4446428571428571,unsupported,0.9424108836317426,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
FAF2,786.0,0.4444444444444444,unsupported,-0.2728521225378497,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MBTPS1,787.0,0.4442460317460318,unsupported,0.2258738770930735,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
CARM1,788.0,0.4442460317460317,unsupported,-0.1805422234712073,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SLC38A6,789.0,0.444047619047619,unsupported,0.2734505676926837,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ADO,790.0,0.4438492063492063,unsupported,-0.2202104146370124,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZBTB9,790.0,0.4438492063492063,unsupported,-0.1678040473810779,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
ZNF649,792.0,0.4432539682539682,unsupported,0.1901052155278621,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DMRTA2,793.0,0.4430555555555556,unsupported,0.2381305092895693,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DGKH,794.0,0.4422619047619047,unsupported,0.721506651848182,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SRSF11,795.0,0.4416666666666666,unsupported,-0.037422412811013,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
SPTBN1,796.0,0.4402777777777777,unsupported,-0.0322791186636391,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
PAPSS1,797.0,0.4396825396825397,unsupported,0.1911939374383865,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
INTS14,798.0,0.4392857142857143,unsupported,-0.3815749305774079,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
TP73,798.0,0.4392857142857143,unsupported,0.1829849345784298,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
MTHFD1L,800.0,0.4388888888888889,unsupported,0.5075415630977599,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
SMG1,801.0,0.4386904761904762,unsupported,-0.0588691669581524,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
CABIN1,803.0,0.4382936507936508,unsupported,0.5942649919198634,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
DOCK2,803.0,0.4382936507936508,unsupported,0.3290735916140082,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
PPIF,803.0,0.4382936507936508,unsupported,-0.0503813437807883,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
URM1,805.0,0.4378968253968254,unsupported,-0.4106507981941751,unfavorable,,,,,L0 (no direct clinical evidence),C — Probe-only biology
KPNA1,806.0,0.4369047619047619,unsupported,0.076481608907494,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
MOB1A,807.0,0.4365079365079365,unsupported,0.1880342287612902,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
RAC2,808.0,0.4363095238095238,unsupported,0.384482824547437,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
TIMM8B,809.0,0.4361111111111111,unsupported,0.2212418023874189,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
ZNF70,810.0,0.4345238095238095,unsupported,0.0602960798093513,neutral,,,,,L0 (no direct clinical evidence),C — Probe-only biology
HDAC3,811.0,0.4343253968253968,unsupported,0.8536761353670541,favorable,,,,,L0 (no direct clinical evidence),"F — Phenotype-associated, weak controller"
